Suburb,Rooms,Type,Price,Method,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Lattitude,Longtitude
Hawthorn,3,h,1741000,S,3122,3,1,1,383,109,1910,-37.8155,145.0385
Hawthorn,2,u,655000,S,3122,2,1,1,0,78,1960,-37.8343,145.0364
Hawthorn,1,u,488000,S,3122,1,1,1,0,57,2004,-37.8272,145.0343
Hawthorn,3,h,2065000,S,3122,3,1,1,351,150,1910,-37.8165,145.021
Hawthorn,1,u,350000,VB,3122,1,1,1,0,51,1960,-37.8208,145.0456
Hawthorn,3,h,1712000,S,3122,3,1,1,342,130,1900,-37.814,145.0212
Hawthorn,1,u,480000,VB,3122,1,1,1,0,50,1940,-37.8128,145.0171
Hawthorn,4,h,3225000,S,3122,4,2,2,665,220,1890,-37.814,145.0175
Hawthorn,1,u,400000,PI,3122,1,1,1,0,41,1950,-37.8155,145.0161
Hawthorn,4,u,1650000,VB,3122,4,2,3,207,180,2002,-37.8271,145.0243
Hawthorn,5,h,3950000,S,3122,4,2,3,1236,340,1890,-37.8257,145.0321
Hawthorn,2,u,587500,S,3122,2,1,1,1099,72,1965,-37.8271,145.0347
Hawthorn,2,u,560000,S,3122,2,1,1,0,70,2013,-37.8268,145.0344
Hawthorn,4,h,1936000,S,3122,4,2,1,218,173,1890,-37.8142,145.0252
Hawthorn,5,h,4250000,PI,3122,5,4,3,1275,435,1930,-37.8291,145.0308
Hawthorn,3,u,630000,S,3122,3,1,1,0,75,1970,-37.8153,145.021
Hawthorn,3,h,1560000,PI,3122,3,2,0,198,148,1910,-37.8169,145.0234
Hawthorn,3,u,840000,VB,3122,3,2,2,0,88,2014,-37.8268,145.0344
Hawthorn,3,h,1780000,SP,3122,3,3,2,88,178,2011,-37.824,145.0427
Hawthorn,2,u,815000,PI,3122,2,1,1,0,93,1940,-37.8184,145.0163
Hawthorn,3,u,1975000,VB,3122,3,2,1,0,196,2010,-37.8235,145.029
Hawthorn,2,u,657500,S,3122,2,1,1,728,73,1965,-37.8177,145.0424
Hawthorn,4,h,5050000,VB,3122,4,4,2,905,373,1913,-37.8168,145.0321
Hawthorn,1,u,445000,S,3122,1,1,1,0,52,1970,-37.8261,145.0269
Hawthorn,3,h,1180000,S,3122,3,1,3,218,92,1900,-37.8176,145.0204
Hawthorn,2,u,470000,VB,3122,2,1,1,0,70,1970,-37.813,145.0207
Hawthorn,2,u,485000,VB,3122,2,1,1,0,76,2005,-37.8226,145.0368
Hawthorn,4,h,1800000,SP,3122,3,2,4,601,158,1940,-37.839,145.0418
Hawthorn,3,h,1855000,S,3122,3,1,1,304,125,1900,-37.8253,145.0287
Hawthorn,2,u,665000,S,3122,2,1,3,0,70,1965,-37.8183,145.0194
Hawthorn,3,h,1551000,S,3122,3,1,1,199,103,1890,-37.8172,145.0243
Hawthorn,2,u,612500,S,3122,2,1,1,859,71,1960,-37.8183,145.0423
Hawthorn,3,h,2410000,S,3122,3,2,0,249,171,1890,-37.8169,145.021
Hawthorn,2,u,715000,S,3122,2,1,1,0,82,2001,-37.8142,145.0308
Hawthorn,2,t,1055000,S,3122,2,2,1,191,151,1975,-37.813,145.0167
Hawthorn,4,h,1976000,S,3122,4,2,2,410,275,1890,-37.8246,145.026
Hawthorn,1,u,499000,S,3122,1,1,1,0,56,1960,-37.8158,145.0342
Hawthorn,2,u,495000,S,3122,2,1,1,0,85,1970,-37.8157,145.0273
Hawthorn,5,h,3750000,PI,3122,5,3,2,827,344,1920,-37.8144,145.0279
Hawthorn,3,h,1400000,PI,3122,3,2,1,164,126,1890,-37.8159,145.0219
Hawthorn,1,u,370000,PI,3122,1,1,1,0,44,2014,-37.8222,145.0329
Hawthorn,2,u,627500,S,3122,2,2,2,0,89,2000,-37.8213,145.0224
Heidelberg Heights,2,h,815000,SP,3081,2,1,2,589,120,1930,-37.7501,145.0505
Heidelberg Heights,2,t,565000,S,3081,2,2,1,201,107,2007,-37.7426,145.0556
Heidelberg Heights,3,h,994000,S,3081,3,2,2,807,192,1950,-37.7453,145.0559
Heidelberg Heights,3,h,785000,S,3081,3,1,0,592,130,1950,-37.7477,145.0481
Heidelberg Heights,3,t,620000,VB,3081,3,2,2,215,118,2005,-37.7424,145.0519
Heidelberg Heights,3,t,706750,S,3081,3,2,2,250,125,2012,-37.7449,145.0523
Heidelberg Heights,2,h,584000,S,3081,2,1,1,428,84,1950,-37.7418,145.0513
Heidelberg Heights,3,h,909000,S,3081,3,2,2,585,134,1960,-37.7358,145.0546
Heidelberg Heights,4,h,1086000,S,3081,4,2,2,724,161,1960,-37.7404,145.0582
Heidelberg Heights,2,h,680000,S,3081,2,1,1,605,78,1950,-37.7365,145.0545
Heidelberg Heights,2,h,650000,S,3081,2,1,3,620,85,1950,-37.7377,145.0541
Heidelberg Heights,5,h,890000,S,3081,5,2,2,596,172,1972,-37.7487,145.0522
Heidelberg Heights,3,h,650000,S,3081,3,1,2,582,90,1955,-37.7422,145.05
Heidelberg Heights,2,u,605000,S,3081,2,1,1,166,87,2008,-37.7416,145.0567
Heidelberg Heights,8,h,770000,VB,3081,8,4,4,638,115,1960,-37.7426,145.048
Heidelberg Heights,3,h,950000,S,3081,3,1,2,800,118,1960,-37.7406,145.0483
Heidelberg Heights,4,h,856000,S,3081,4,1,2,722,208,1975,-37.7477,145.0565
Heidelberg Heights,3,h,600000,VB,3081,3,2,2,251,200,2012,-37.7358,145.0559
Heidelberg Heights,3,h,915000,S,3081,3,1,1,748,101,1950,-37.7416,145.0481
Heidelberg Heights,2,u,400000,PI,3081,2,1,1,127,83,1970,-37.747,145.0575
Heidelberg Heights,3,h,550000,VB,3081,3,1,1,420,90,1960,-37.7363,145.0506
Heidelberg Heights,2,h,590000,S,3081,2,1,2,586,80,1955,-37.7435,145.0486
Heidelberg Heights,2,h,920000,S,3081,2,1,3,932,97,1950,-37.7333,145.0588
Heidelberg Heights,2,h,460000,VB,3081,2,1,2,508,79,1955,-37.7428,145.0557
Heidelberg Heights,4,h,1000500,S,3081,4,2,1,592,191,1950,-37.7478,145.0477
Heidelberg Heights,3,h,631000,S,3081,3,1,1,596,99,1960,-37.7432,145.0479
Heidelberg West,3,h,691000,S,3081,2,1,2,624,86,1965,-37.7456,145.0397
Heidelberg West,3,h,560000,SP,3081,3,1,1,523,87,1960,-37.7369,145.0376
Heidelberg West,2,t,370000,VB,3081,2,1,1,100,90,2013,-37.7383,145.036
Heidelberg West,3,h,532000,S,3081,3,1,1,390,86,1955,-37.7369,145.0422
Heidelberg West,2,h,515500,S,3081,2,1,1,331,111,1960,-37.7441,145.0379
Heidelberg West,3,h,800000,S,3081,3,1,3,633,88,1950,-37.746,145.0422
Heidelberg West,2,h,620000,PI,3081,2,1,2,668,88,1950,-37.7389,145.0393
Heidelberg West,2,u,360000,SP,3081,2,1,1,89,85,1970,-37.7444,145.047
Heidelberg West,2,h,440500,S,3081,2,1,1,368,81,1955,-37.7341,145.0434
Heidelberg West,4,h,758000,S,3081,4,1,1,632,152,1955,-37.7466,145.0428
Heidelberg West,3,h,480000,PI,3081,3,1,1,338,13,1980,-37.739,145.0481
Heidelberg West,4,h,715000,S,3081,4,2,2,521,196,1990,-37.738,145.0374
Heidelberg West,3,h,646250,S,3081,3,1,2,616,18,1965,-37.747,145.0389
Heidelberg West,3,h,1375000,PI,3081,3,1,1,368,106,1960,-37.7344,145.044
Heidelberg West,3,h,722000,S,3081,3,1,2,593,99,1950,-37.7386,145.0387
Heidelberg West,2,h,725000,S,3081,2,1,3,632,77,1960,-37.7443,145.0462
Heidelberg West,3,h,465000,S,3081,2,1,1,413,85,1960,-37.7399,145.0369
Hughesdale,2,h,1550000,S,3166,2,1,1,732,97,1950,-37.8931,145.0791
Hughesdale,2,u,516000,S,3166,2,1,1,0,76,1970,-37.8967,145.0858
Hughesdale,3,h,1340000,S,3166,3,1,1,705,128,1920,-37.8994,145.0816
Hughesdale,3,h,1316000,S,3166,2,1,2,715,126,1949,-37.9072,145.0762
Hughesdale,3,t,828000,S,3166,3,2,1,206,118,2002,-37.8966,145.0863
Hughesdale,3,h,1055000,S,3166,3,1,1,562,97,1930,-37.9022,145.0811
Hughesdale,2,u,623000,S,3166,2,1,1,101,90,1970,-37.8988,145.0781
Hughesdale,4,h,2120000,S,3166,4,2,2,847,315,1925,-37.8927,145.0781
Hughesdale,4,h,1745000,S,3166,4,2,1,547,185,1925,-37.9002,145.0768
Hughesdale,4,h,1700000,S,3166,4,2,2,545,180,1940,-37.9002,145.0773
Hughesdale,2,u,420000,VB,3166,2,1,1,0,70,2010,-37.9008,145.0859
Hughesdale,4,h,1337000,S,3166,4,1,2,696,100,1930,-37.8991,145.0804
Hughesdale,2,u,455000,S,3166,2,1,2,0,60,1960,-37.8942,145.0867
Hughesdale,2,u,400000,PI,3166,2,1,1,100,88,1975,-37.8945,145.0876
Hughesdale,3,h,1210000,S,3166,3,1,2,730,122,1940,-37.9034,145.0796
Hughesdale,4,h,1167500,S,3166,3,2,1,678,184,1950,-37.898,145.0815
Hughesdale,3,t,900000,S,3166,3,2,1,360,154,1975,-37.8937,145.0779
Hughesdale,2,h,677500,PI,3166,2,1,4,575,83,1950,-37.9084,145.0775
Ivanhoe,4,h,2265000,S,3079,4,2,2,925,208,1925,-37.7652,145.041
Ivanhoe,3,h,981000,S,3079,5,3,2,626,378,2016,-37.76,145.0326
Ivanhoe,4,h,2400000,S,3079,0,2,2,1252,201,1920,-37.7727,145.0484
Ivanhoe,3,t,890000,S,3079,3,2,2,249,140,2005,-37.766,145.0345
Ivanhoe,2,u,739000,S,3079,2,1,1,648,91,1965,-37.7702,145.0493
Ivanhoe,3,h,785000,S,3079,3,2,0,399,110,1950,-37.7551,145.05
Ivanhoe,3,h,1155000,S,3079,3,1,2,537,170,1945,-37.7773,145.0379
Ivanhoe,2,h,1020000,S,3079,2,1,1,557,78,1955,-37.7568,145.0355
Ivanhoe,3,h,1465000,S,3079,3,1,2,630,126,1960,-37.7635,145.039
Ivanhoe,3,t,855000,S,3079,3,2,2,0,130,1980,-37.765,145.0422
Ivanhoe,1,u,413000,S,3079,1,1,1,845,59,1960,-37.7591,145.0501
Ivanhoe,3,h,1220000,S,3079,3,1,1,687,110,1975,-37.7634,145.0361
Ivanhoe,3,h,1605000,S,3079,3,2,2,608,165,1920,-37.7702,145.0398
Ivanhoe,2,u,587000,S,3079,2,1,1,721,78,1960,-37.7634,145.0406
Ivanhoe,3,h,1535000,S,3079,3,1,2,691,140,1950,-37.7674,145.0392
Ivanhoe,4,h,1470000,VB,3079,4,2,1,694,217,1950,-37.7565,145.0506
Ivanhoe,3,h,1486000,S,3079,3,1,2,645,158,1930,-37.7634,145.0439
Ivanhoe,5,h,1730000,S,3079,4,2,2,689,292,2007,-37.7591,145.04
Ivanhoe,3,h,1850000,S,3079,3,2,2,684,232,2000,-37.7659,145.0392
Ivanhoe,5,h,2600000,S,3079,5,3,1,1006,411,1920,-37.7765,145.0427
Ivanhoe,2,u,500000,PI,3079,2,1,1,71,70,1960,-37.7634,145.0406
Ivanhoe,3,h,1102000,S,3079,3,1,1,597,115,1950,-37.7645,145.0314
Ivanhoe,3,h,1275000,VB,3079,3,2,2,834,169,1950,-37.7587,145.0426
Ivanhoe,2,t,785000,S,3079,2,2,1,124,135,2010,-37.7618,145.0287
Ivanhoe,3,h,1223500,S,3079,3,2,2,721,136,1980,-37.758,145.0408
Ivanhoe,4,h,1720000,S,3079,4,2,3,631,233,1935,-37.7771,145.0448
Ivanhoe,3,h,1225000,SP,3079,3,1,1,572,130,1930,-37.7709,145.0425
Ivanhoe,4,h,1460000,S,3079,4,1,2,605,181,1940,-37.7707,145.0467
Ivanhoe,1,u,421000,SP,3079,1,1,1,0,58,1992,-37.7753,145.0419
Ivanhoe,4,h,2090000,S,3079,4,3,2,608,315,1980,-37.7705,145.0396
Ivanhoe,3,t,700000,S,3079,3,2,1,189,110,1990,-37.7661,145.0354
Ivanhoe,4,h,2595000,S,3079,4,3,3,719,407,2007,-37.7815,145.0403
Ivanhoe,2,t,710000,PI,3079,2,1,1,134,120,2012,-37.7582,145.034
Ivanhoe,3,u,650000,PI,3079,3,2,2,0,96,2000,-37.7694,145.0406
Kealba,3,h,515000,S,3021,3,1,4,597,114,1975,-37.7392,144.8241
Kealba,3,h,582000,SP,3021,3,2,4,530,186,1980,-37.7375,144.8282
Kealba,3,h,545000,SP,3021,3,2,2,570,163,1980,-37.7367,144.8246
Kealba,4,h,751000,S,3021,4,2,2,649,305,2000,-37.7382,144.8292
Kealba,4,h,500000,SP,3021,4,1,2,574,100,1985,-37.7336,144.8226
Kealba,4,h,560000,SP,3021,4,2,2,612,155,1980,-37.7378,144.8264
Keilor East,3,h,703000,S,3033,3,2,2,683,200,1995,-37.7402,144.8591
Keilor East,3,h,650000,SP,3033,3,1,1,538,104,1970,-37.7441,144.8503
Keilor East,3,t,770000,SP,3033,3,2,1,331,201,2010,-37.7325,144.8621
Keilor East,4,h,900000,S,3033,4,2,1,289,125,2011,-37.7506,144.8689
Keilor East,3,h,700000,VB,3033,3,2,2,288,116,1999,-37.7514,144.8731
Keilor East,4,h,816000,S,3033,4,2,1,540,188,1978,-37.7482,144.877
Keilor East,4,h,845000,S,3033,3,1,1,622,126,1965,-37.7425,144.8683
Keilor East,3,h,772000,S,3033,3,2,3,672,132,1980,-37.7465,144.876
Keilor East,3,h,650000,SP,3033,3,2,2,3977,113,2013,-37.747,144.8663
Keilor East,3,h,757000,S,3033,3,2,1,532,140,1960,-37.7295,144.8644
Keilor East,3,h,690000,S,3033,3,2,2,568,148,1970,-37.7469,144.8526
Keilor East,3,h,583000,S,3033,3,1,1,412,133,2003,-37.7459,144.8643
Keilor East,3,h,880000,S,3033,3,1,2,584,123,1980,-37.7435,144.8798
Keilor East,3,u,580000,S,3033,3,2,2,112,138,2013,-37.7434,144.881
Keilor East,4,t,886000,S,3033,4,3,1,322,257,1950,-37.7293,144.8659
Keilor East,4,h,920000,SP,3033,4,2,2,745,182,1992,-37.7479,144.8805
Keilor East,3,h,976000,S,3033,3,3,2,605,212,1980,-37.7459,144.8788
Keilor East,4,h,1420000,S,3033,4,2,2,613,250,2011,-37.7453,144.8721
Keilor East,3,h,900000,S,3033,3,1,1,713,127,1970,-37.7301,144.8671
Keilor East,3,u,560000,S,3033,3,1,2,352,102,2000,-37.7459,144.8673
Keilor East,4,h,1010000,S,3033,4,2,2,776,268,1980,-37.7502,144.8745
Keilor East,4,h,835000,S,3033,4,2,3,708,184,1990,-37.7452,144.8652
Keilor East,3,t,705000,S,3033,3,2,1,440,156,1995,-37.7517,144.8776
Keilor East,3,t,680000,SP,3033,3,2,2,224,154,1998,-37.749,144.8599
Keilor East,3,h,785000,S,3033,3,1,2,606,141,1965,-37.7311,144.8663
Keilor East,3,h,695000,S,3033,3,2,2,716,154,1970,-37.734,144.8593
Keilor East,2,u,502000,S,3033,5,1,2,0,85,1990,-37.7346,144.8646
Keilor East,4,h,770000,S,3033,4,2,2,546,174,1970,-37.7428,144.8536
Keilor East,3,h,570000,SP,3033,3,1,2,542,120,1970,-37.7408,144.8553
Keilor East,4,h,830000,S,3033,4,2,2,686,198,1995,-37.7394,144.8628
Keilor East,3,h,600000,S,3033,3,1,1,565,125,1970,-37.7498,144.8585
Keilor East,3,h,825000,S,3033,3,2,1,630,126,2017,-37.7378,144.8705
Keilor East,4,h,735000,SP,3033,4,2,2,547,184,2000,-37.7381,144.8554
Keilor East,3,h,875000,PI,3033,3,2,2,928,130,1970,-37.7362,144.8643
Keilor East,3,h,601200,S,3033,4,1,1,554,147,1960,-37.7303,144.8636
Keilor East,3,h,680000,S,3033,3,1,2,558,105,1980,-37.7305,144.8646
Keilor East,3,h,705000,S,3033,3,1,2,616,201,1970,-37.7449,144.8533
Keilor East,3,t,710000,SP,3033,3,2,1,320,133,2013,-37.7415,144.8668
Keilor East,4,h,732000,S,3033,4,2,2,544,233,1980,-37.7479,144.8763
Keilor East,3,h,715000,SP,3033,3,2,4,598,123,1970,-37.7487,144.8526
Kensington,3,h,852000,S,3031,3,1,1,166,138,2000,-37.7929,144.9197
Kensington,3,h,1037000,S,3031,3,1,1,188,106,1910,-37.7953,144.9275
Kensington,3,h,1470000,S,3031,3,1,1,199,121,1910,-37.7957,144.932
Kensington,2,u,492500,S,3031,2,1,1,0,81,2008,-37.7974,144.9261
Kensington,2,u,420000,VB,3031,2,1,1,0,55,1970,-37.794,144.923
Kensington,2,u,420000,SP,3031,2,1,1,0,80,2002,-37.7899,144.9231
Kensington,3,h,1271000,S,3031,3,1,1,284,113,1900,-37.7938,144.9228
Kensington,3,h,1010000,PI,3031,3,1,0,234,104,1900,-37.7923,144.9332
Kensington,2,t,750000,S,3031,2,1,1,325,112,2002,-37.7976,144.9213
Kensington,2,h,905000,S,3031,2,2,1,138,126,1999,-37.799,144.9276
Kensington,2,h,960000,S,3031,2,1,1,174,72,1900,-37.7959,144.9343
Kensington,2,h,1031000,SP,3031,2,1,1,163,99,1900,-37.7929,144.9287
Kensington,3,h,870000,S,3031,3,1,1,211,95,1992,-37.7891,144.926
Kensington,3,h,1165000,S,3031,3,1,0,239,135,1910,-37.7923,144.9324
Kensington,5,h,1710000,PI,3031,5,2,2,566,270,1890,-37.7893,144.933
Kensington,3,h,1455000,S,3031,3,1,0,275,120,1900,-37.7954,144.9274
Kensington,1,u,365000,VB,3031,1,1,1,0,47,2012,-37.7961,144.9261
Kensington,2,u,442000,S,3031,2,2,1,3448,71,2010,-37.7976,144.9285
Kensington,2,h,765000,S,3031,2,1,2,158,76,1965,-37.7902,144.9319
Kensington,2,u,515000,SP,3031,2,1,1,3957,81,2010,-37.7974,144.9261
Kensington,1,u,370000,VB,3031,1,1,1,0,50,2012,-37.7961,144.9261
Kensington,2,h,1234500,SP,3031,2,2,2,169,127,2008,-37.7922,144.9316
Kensington,2,u,666000,S,3031,2,1,2,1111,92,1998,-37.7896,144.9321
Kensington,2,h,825000,S,3031,2,1,1,211,88,1915,-37.7925,144.9264
Kensington,2,t,812000,SP,3031,2,1,0,132,79,1887,-37.7989,144.9275
Kensington,5,h,1900000,VB,3031,5,2,2,566,270,1890,-37.7893,144.933
Kensington,1,u,445000,S,3031,1,1,0,0,67,1997,-37.7913,144.9323
Kensington,2,h,732000,SP,3031,3,2,1,94,130,2002,-37.7934,144.9166
Kensington,3,h,1260000,S,3031,3,2,2,250,147,1900,-37.792,144.9324
Kensington,3,h,1000000,SP,3031,3,2,2,211,132,1997,-37.7926,144.9197
Kensington,2,h,1155000,SP,3031,2,1,1,197,101,1890,-37.7918,144.9264
Kensington,3,t,790000,SP,3031,3,2,2,1181,136,2003,-37.7982,144.9202
Kensington,2,t,700000,VB,3031,2,2,1,324,97,2009,-37.7903,144.9345
Kensington,3,h,1230000,S,3031,3,1,1,312,109,1915,-37.793,144.934
Kensington,2,u,460000,SP,3031,2,1,1,0,84,2010,-37.7948,144.9314
Kensington,2,u,395000,PI,3031,2,1,1,0,80,2002,-37.7899,144.9231
Kensington,2,h,850000,SP,3031,2,1,1,169,90,1900,-37.7925,144.9315
Kensington,2,h,868000,S,3031,2,1,1,97,103,2000,-37.7921,144.9234
Kensington,2,t,773000,S,3031,2,1,1,0,90,1970,-37.7937,144.9295
Kensington,2,u,631090,S,3031,2,2,1,2136,94,2012,-37.7956,144.935
Kensington,2,u,410000,PI,3031,2,1,1,0,86,2000,-37.7897,144.9228
Kensington,2,u,425000,S,3031,2,1,1,0,59,2006,-37.7966,144.9254
Kew,2,u,610000,SP,3101,2,1,1,745,72,1968,-37.8024,145.0346
Kew,3,u,882000,S,3101,3,2,2,0,141,1950,-37.8064,145.0182
Kew,4,h,3550000,VB,3101,4,3,4,992,374,1935,-37.8046,145.0603
Kew,2,h,1326000,S,3101,2,1,2,405,80,1890,-37.8012,145.0361
Kew,4,h,1950000,VB,3101,3,2,2,400,251,2000,-37.8147,145.0438
Kew,4,h,2550000,S,3101,4,2,2,603,220,1930,-37.8095,145.0391
Kew,3,h,1878000,SP,3101,3,2,1,392,426,2015,-37.8081,145.0263
Kew,4,h,1910000,PI,3101,4,3,2,277,199,2016,-37.8007,145.0374
Kew,3,h,1410000,S,3101,3,1,2,304,127,1885,-37.8023,145.0404
Kew,3,h,2310000,S,3101,3,1,2,782,175,1920,-37.8107,145.0219
Kew,4,h,2315000,S,3101,4,2,0,364,183,1900,-37.8125,145.043
Kew,3,t,800000,S,3101,3,2,2,848,97,1970,-37.796,145.0324
Kew,5,h,4850000,S,3101,5,4,4,957,400,1930,-37.8112,145.057
Kew,6,h,6500000,S,3101,6,6,3,1334,365,1890,-37.8029,145.0267
Kew,2,u,580000,PI,3101,2,1,1,0,90,1970,-37.8071,145.0243
Kew,3,h,1905000,S,3101,4,2,2,591,190,1910,-37.812,145.0268
Kew,2,u,478000,S,3101,1,1,1,0,51,1970,-37.7997,145.0304
Kew,2,u,672000,S,3101,2,1,1,0,77,1966,-37.8108,145.0545
Kew,4,h,2286000,S,3101,4,3,2,712,237,1975,-37.8034,145.0527
Kew,3,h,1575000,PI,3101,3,2,2,397,80,1940,-37.8013,145.0335
Kew,2,u,590000,SP,3101,2,1,1,0,80,1975,-37.805,145.0294
Kew,4,h,2350000,VB,3101,4,2,2,861,358,1983,-37.8047,145.0534
Kew,4,h,1312000,PI,3101,4,2,1,687,180,1955,-37.8096,145.0529
Kew,2,u,890000,S,3101,2,2,1,89,87,1965,-37.8148,145.0571
Kew,2,h,1331000,S,3101,2,1,1,424,89,1940,-37.7995,145.0418
Kew,4,h,1800000,VB,3101,5,2,2,586,187,1940,-37.7933,145.0343
Kew,3,h,1476000,S,3101,3,2,2,288,203,1997,-37.7997,145.046
Kew,4,h,2590000,S,3101,4,2,2,660,215,1928,-37.8124,145.0361
Kew,4,h,2625000,PI,3101,4,2,2,717,225,1890,-37.8083,145.0418
Kew,4,h,2265000,S,3101,4,1,1,650,242,1930,-37.8098,145.022
Kew,5,h,1975000,S,3101,3,2,1,531,1022,1890,-37.813,145.0411
Kew,5,h,2550000,PI,3101,5,4,2,597,342,2016,-37.7937,145.0353
Kew,3,t,1330000,PI,3101,3,2,2,205,184,1995,-37.7993,145.0267
Kew,3,h,1450000,VB,3101,3,2,2,247,204,1998,-37.8053,145.0327
Kew,3,h,3650000,VB,3101,3,2,3,1353,282,1960,-37.8006,145.0218
Kew,2,u,551000,S,3101,2,1,2,0,86,1992,-37.7925,145.0263
Kew,4,h,2460000,S,3101,4,4,2,737,293,1910,-37.8042,145.0291
Kew,4,h,2850000,S,3101,4,2,4,690,248,1890,-37.8037,145.0308
Kew,5,h,2425000,VB,3101,5,2,2,534,237,1890,-37.8044,145.0386
Kew,2,u,610000,SP,3101,2,1,1,745,72,1968,-37.8024,145.0346
Kew,3,u,955000,S,3101,3,2,2,140,121,1980,-37.8063,145.0179
Kew,2,t,707500,S,3101,2,1,1,124,86,1992,-37.7938,145.0321
Kew,3,t,732000,S,3101,3,1,1,904,110,1980,-37.801,145.0297
Kew,2,h,2875000,S,3101,2,1,1,1065,90,1910,-37.7944,145.0339
Kew,3,h,1500000,PI,3101,3,1,2,857,130,1941,-37.7981,145.0423
Kew,4,h,1750000,S,3101,4,3,2,641,230,2010,-37.7982,145.0281
Kew,3,u,1100000,S,3101,3,1,1,0,115,1935,-37.8087,145.0452
Kew,3,h,1440000,S,3101,3,1,1,298,130,1900,-37.8021,145.0391
Kew,4,h,2560000,PI,3101,4,3,4,670,346,1990,-37.8042,145.0279
Kew,5,h,2600000,VB,3101,5,2,2,674,281,1959,-37.8064,145.0608
Kew,5,h,3280000,PI,3101,4,5,2,480,147,1979,-37.8117,145.0449
Kew,3,u,620000,VB,3101,3,1,1,0,112,1970,-37.7978,145.0333
Kew,4,h,2600000,VB,3101,4,3,2,700,700,1992,-37.8033,145.0526
Kew,5,h,2800000,PI,3101,5,2,3,920,241,1900,-37.8017,145.0419
Kew,3,h,1420000,S,3101,3,2,2,275,153,1999,-37.8052,145.0489
Kew,3,h,1800000,PI,3101,4,2,1,336,139,1910,-37.8074,145.0318
Kew,1,u,395000,VB,3101,1,1,1,0,55,2005,-37.7999,145.0544
Kew,4,h,2250000,S,3101,4,3,2,741,307,1890,-37.8043,145.0291
Kew East,5,h,1950000,VB,3102,5,2,3,711,253,1940,-37.7923,145.0528
Kew East,2,u,605000,S,3102,2,1,1,0,83,1960,-37.7969,145.0511
Kew East,3,h,1920000,S,3102,3,1,2,672,152,1940,-37.789,145.0616
Kew East,3,h,1615000,S,3102,3,1,1,702,127,1933,-37.7922,145.0518
Kew East,4,h,2081000,S,3102,3,4,3,948,311,1960,-37.7881,145.0631
Kew East,4,h,1315000,SP,3102,4,2,2,458,200,1930,-37.7981,145.0472
Kew East,3,h,1750000,S,3102,3,2,4,611,160,1930,-37.7997,145.058
Kew East,5,h,2100000,VB,3102,5,3,2,695,360,1950,-37.7904,145.0548
Kew East,6,h,1300000,VB,3102,6,3,2,730,310,1968,-37.7917,145.0509
Kew East,4,h,1315000,SP,3102,4,2,2,458,200,1930,-37.7981,145.0472
Kew East,3,t,1620000,S,3102,3,2,2,248,167,2012,-37.7923,145.0595
Maidstone,3,t,615000,S,3012,3,2,2,165,161,2007,-37.7773,144.8725
Maidstone,3,h,715000,S,3012,3,1,1,576,128,1970,-37.7808,144.8678
Maidstone,4,h,826000,S,3012,4,2,2,308,185,2012,-37.7833,144.8817
Maidstone,2,u,275000,PI,3012,2,1,1,1972,63,1960,-37.7863,144.8769
Maidstone,2,h,711000,S,3012,2,1,0,163,69,1920,-37.789,144.8813
Maidstone,3,t,695000,SP,3012,3,2,1,156,124,2012,-37.7898,144.8722
Maidstone,3,h,490000,SP,3012,3,1,2,306,91,1960,-37.7838,144.8724
Maidstone,2,h,502000,SP,3012,2,1,1,144,79,2005,-37.7895,144.8667
Maidstone,3,h,721000,S,3012,2,2,1,239,121,1955,-37.7882,144.8784
Maidstone,3,h,840000,S,3012,3,1,1,584,81,1900,-37.7885,144.8771
Maidstone,2,u,335000,SP,3012,2,1,1,0,70,2009,-37.7776,144.8723
Maidstone,3,h,832000,SP,3012,3,1,2,300,125,1950,-37.7896,144.8752
Maidstone,2,h,646000,SP,3012,2,1,2,270,95,1900,-37.7871,144.8791
Maidstone,3,h,673000,SP,3012,3,1,2,285,107,1910,-37.7813,144.8678
Maidstone,3,h,695000,S,3012,3,1,2,214,146,2007,-37.7798,144.8661
Maidstone,2,u,349000,PI,3012,2,1,1,0,69,2011,-37.7795,144.8729
Maidstone,3,t,555000,PI,3012,3,1,2,210,121,2012,-37.7869,144.8749
Maidstone,2,u,352500,S,3012,2,1,1,15100,66,2012,-37.7795,144.8729
Maidstone,5,h,1350000,S,3012,5,3,2,527,358,2009,-37.7746,144.8727
Maidstone,2,t,510000,SP,3012,2,1,2,118,91,2014,-37.787,144.8748
Maidstone,3,h,490000,SP,3012,3,1,2,269,80,1960,-37.7844,144.8665
Maidstone,4,h,675000,S,3012,4,1,1,595,80,1950,-37.7817,144.868
Maidstone,3,h,865000,SP,3012,3,1,3,381,121,1940,-37.7874,144.8763
Maidstone,2,t,600000,S,3012,2,2,1,145,112,2012,-37.7801,144.869
Maidstone,4,h,773000,S,3012,4,1,2,333,137,1970,-37.7893,144.8818
Malvern,3,h,2050000,S,3144,2,2,1,231,180,1890,-37.8607,145.0373
Malvern,4,h,3460000,S,3144,4,2,2,502,309,2016,-37.8515,145.0324
Malvern,4,h,2400000,VB,3144,4,2,2,586,195,1890,-37.866,145.039
Malvern,3,h,2025000,VB,3144,3,2,2,396,105,1910,-37.8562,145.0373
Malvern,2,u,611000,SP,3144,2,1,1,0,68,2008,-37.8515,145.0372
